"","AF","address","university","department","short_address","postal_code","country","EB_author.country","match"
"5121","Finegan, Bryan","Trop Agr Res & Higher Educ Ctr CATIE, Turrialba, Costa Rica.","Trop Agr Res & Higher Educ Ctr CATIE"," Turrialba"," Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"5122","Harvey, Celia A.","Trop Agr Res & Higher Educ Ctr CATIE, Turrialba, Costa Rica.","Trop Agr Res & Higher Educ Ctr CATIE"," Turrialba"," Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"5123","Hollenhorst, Steven J.","Univ Idaho Moscow, Moscow, ID USA.","Univ Idaho Moscow"," Moscow"," ID USA.",NA,"USA","USA",TRUE
"5124","Kavanagh, Kathleen L.","Univ Idaho Moscow, Moscow, ID USA.","Univ Idaho Moscow"," Moscow"," ID USA.",NA,"USA","USA",TRUE
"5125","Morse, Wayde C.","Trop Agr Res & Higher Educ Ctr CATIE, Turrialba, Costa Rica.","Trop Agr Res & Higher Educ Ctr CATIE"," Turrialba"," Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"5126","Schedlbauer, Jessica L.","Trop Agr Res & Higher Educ Ctr CATIE, Turrialba, Costa Rica.","Trop Agr Res & Higher Educ Ctr CATIE"," Turrialba"," Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"5127","Sesnie, Steven E.","Trop Agr Res & Higher Educ Ctr CATIE, Turrialba, Costa Rica.","Trop Agr Res & Higher Educ Ctr CATIE"," Turrialba"," Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"5128","Stoian, Dietmar","Trop Agr Res & Higher Educ Ctr CATIE, Turrialba, Costa Rica.","Trop Agr Res & Higher Educ Ctr CATIE"," Turrialba"," Costa Rica.",NA,"Costa Rica","Costa Rica",TRUE
"5129","Wulfhorst, J. D.","Univ Idaho Moscow, Moscow, ID USA.","Univ Idaho Moscow"," Moscow"," ID USA.",NA,"USA","USA",TRUE
"5130","Hawryshyn, Jessica","McGill Univ, Dept Biol, Montreal, PQ H3A 2T5, Canada.","McGill Univ"," Dept Biol"," Montreal, PQ H3A 2T5, Canada."," H3A 2T5","Canada","Canada",TRUE
"5131","Paquette, Alain","Univ Quebec, Ctr Etude Foret, Montreal, PQ H3C 3P8, Canada.","Univ Quebec"," Ctr Etude Foret"," Montreal, PQ H3C 3P8, Canada."," H3C 3P8","Canada","Canada",TRUE
"5132","Potvin, Catherine","McGill Univ, Dept Biol, Montreal, PQ H3A 2T5, Canada.","McGill Univ"," Dept Biol"," Montreal, PQ H3A 2T5, Canada."," H3A 2T5","Canada","Canada",TRUE
"5133","Senikas, Alexandra Vyta","McGill Univ, Dept Biol, Montreal, PQ H3A 2T5, Canada.","McGill Univ"," Dept Biol"," Montreal, PQ H3A 2T5, Canada."," H3A 2T5","Canada","Canada",TRUE
"5134","Brown, James H.","Natl Ctr Ecol Anal & Synth, Santa Barbara, CA 93101 USA.","Natl Ctr Ecol Anal & Synth"," Santa Barbara"," CA 93101 USA."," 93101","USA","USA",TRUE
"5135","Ernest, S. K. Morgan","Utah State Univ, Dept Biol, Logan, UT 84322 USA.","Utah State Univ"," Dept Biol"," Logan, UT 84322 USA."," 84322","USA","USA",TRUE
"5136","Ernest, S. K. Morgan","Utah State Univ, Dept Biol, Logan, UT 84322 USA.","Utah State Univ"," Dept Biol"," Logan, UT 84322 USA."," 84322","USA","USA",TRUE
"5137","Ernest, S. K. Morgan","Utah State Univ, Dept Biol, Logan, UT 84322 USA.","Utah State Univ"," Dept Biol"," Logan, UT 84322 USA."," 84322","USA","USA",TRUE
"5138","Ernest, S. K. Morgan","Utah State Univ, Dept Biol, Logan, UT 84322 USA.","Utah State Univ"," Dept Biol"," Logan, UT 84322 USA."," 84322","USA","USA",TRUE
"5139","White, Ethan P.","Utah State Univ, Dept Biol, Logan, UT 84322 USA.","Utah State Univ"," Dept Biol"," Logan, UT 84322 USA."," 84322","USA","USA",TRUE
"5140","Barlow, Jos","Univ Lancaster, Lancaster Environm Ctr, Lancaster LA1 4YQ, England.","Univ Lancaster"," Lancaster Environm Ctr"," Lancaster LA1 4YQ, England.","LA1 4YQ",NA,"England",NA
"5141","Chazdon, Robin","Univ Connecticut, Dept Ecol & Evolutionary Biol, Storrs, CT 06269 USA.","Univ Connecticut"," Dept Ecol & Evolutionary Biol"," Storrs, CT 06269 USA."," 06269","USA","USA",TRUE
"5142","Ewers, Robert M.","Univ London Imperial Coll Sci Technol & Med, Div Biol, Ascot SL5 7PY, Berks, England.","Univ London Imperial Coll Sci Technol & Med"," Div Biol"," Ascot SL5 7PY, Berks, England.","SL5 7PY",NA,"England",NA
"5143","Gardner, Toby A.","Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England.","Univ Cambridge"," Dept Zool"," Cambridge CB2 3EJ, England.","CB2 3EJ",NA,"England",NA
"5144","Harvey, Celia A.","Ctr Appl Biodivers Sci, Arlington, VA 22202 USA.","Ctr Appl Biodivers Sci"," Arlington"," VA 22202 USA."," 22202","USA","USA",TRUE
"5145","Peres, Carlos A.","Univ E Anglia, Sch Environm Sci, Norwich NR4 7TJ, Norfolk, England.","Univ E Anglia"," Sch Environm Sci"," Norwich NR4 7TJ, Norfolk, England.","NR4 7TJ",NA,"England",NA
"5146","Sodhi, Navjot S.","Natl Univ Singapore, Dept Biol Sci, Singapore 117543, Singapore.","Natl Univ Singapore"," Dept Biol Sci"," Singapore 117543, Singapore."," 11754","Singapore","Singapore",TRUE
"5147","Oliveira, C.","Univ Estadual Paulista, Inst Biociencias, Dept Morfol, Lab Biol & Genet Peixes, BR-18601800 Botucatu, SP, Brazil.","Univ Estadual Paulista"," Inst Biociencias"," Dept Morfol, Lab Biol & Genet Peixes, BR-18601800 Botucatu, SP, Brazil.","BR-18601800","Brazil","Brazil",TRUE
"5148","Dibble, E. D.","Mississippi State Univ, Dept Wildlife & Fisheries, Mississippi State, MS 39762 USA.","Mississippi State Univ"," Dept Wildlife & Fisheries"," Mississippi State, MS 39762 USA."," 39762","USA","USA",TRUE
"5149","Fugi, R.","Univ Estadual Maringa, NUPELIA, Maringa, Parana, Brazil.","Univ Estadual Maringa"," NUPELIA"," Maringa, Parana, Brazil.",NA,"Brazil","Brazil",TRUE
"5150","Kovalenko, K.","Mississippi State Univ, Dept Wildlife & Fisheries, Mississippi State, MS 39762 USA.","Mississippi State Univ"," Dept Wildlife & Fisheries"," Mississippi State, MS 39762 USA."," 39762","USA","USA",TRUE
"5151","Barrett, John E.","Virginia Polytech Inst & State Univ, Dept Biol Sci, Blacksburg, VA 24061 USA.","Virginia Polytech Inst & State Univ"," Dept Biol Sci"," Blacksburg, VA 24061 USA."," 24061","USA","USA",TRUE
"5152","Gooseff, Michael N.","Penn State Univ, Dept Civil & Environm Engn, University Pk, PA 16802 USA.","Penn State Univ"," Dept Civil & Environm Engn"," University Pk, PA 16802 USA."," 16802","USA","USA",TRUE
"5153","Gooseff, Michael N.","Penn State Univ, Dept Civil & Environm Engn, University Pk, PA 16802 USA.","Penn State Univ"," Dept Civil & Environm Engn"," University Pk, PA 16802 USA."," 16802","USA","USA",TRUE
"5154","Sinsabaugh, Robert L.","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.","Univ New Mexico"," Dept Biol"," Albuquerque, NM 87131 USA."," 87131","USA","USA",TRUE
"5155","Takacs-Vesbach, Cristina D.","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.","Univ New Mexico"," Dept Biol"," Albuquerque, NM 87131 USA."," 87131","USA","USA",TRUE
"5156","Zeglin, Lydia H.","Univ New Mexico, Dept Biol, Albuquerque, NM 87131 USA.","Univ New Mexico"," Dept Biol"," Albuquerque, NM 87131 USA."," 87131","USA","USA",TRUE
"5157","Austin, Amy T.","Univ Buenos Aires, Fac Agron, Inst Invest Fisiol & Ecol Vinculadas Agr, Buenos Aires, DF, Argentina.","Univ Buenos Aires"," Fac Agron"," Inst Invest Fisiol & Ecol Vinculadas Agr, Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"5158","Golluscio, Rodolfo A.","Univ Buenos Aires, Fac Agron, Inst Invest Fisiol & Ecol Vinculadas Agr, Buenos Aires, DF, Argentina.","Univ Buenos Aires"," Fac Agron"," Inst Invest Fisiol & Ecol Vinculadas Agr, Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"5159","Gonzalez-Polo, Marina","Univ Buenos Aires, Fac Agron, Inst Invest Fisiol & Ecol Vinculadas Agr, Buenos Aires, DF, Argentina.","Univ Buenos Aires"," Fac Agron"," Inst Invest Fisiol & Ecol Vinculadas Agr, Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"5160","Jackson, Robert B.","Duke Univ, Dept Biol, Durham, NC USA.","Duke Univ"," Dept Biol"," Durham, NC USA.",NA,"USA","USA",TRUE
"5161","Garcia Martinez, Guillermo C.","Univ Buenos Aires, Fac Agron, Inst Invest Fisiol & Ecol Vinculadas Agr, Buenos Aires, DF, Argentina.","Univ Buenos Aires"," Fac Agron"," Inst Invest Fisiol & Ecol Vinculadas Agr, Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"5162","Sala, Osvaldo E.","Brown Univ, Dept Ecol & Evolutionary Biol, Providence, RI 02912 USA.","Brown Univ"," Dept Ecol & Evolutionary Biol"," Providence, RI 02912 USA."," 02912","USA","USA",TRUE
"5163","Aluja, Martin","Inst Ecol, AC, Xalapa 91070, Veracruz, Mexico.","Inst Ecol"," AC"," Xalapa 91070, Veracruz, Mexico."," 91070","Mexico","Mexico",TRUE
"5164","Feder, Jeffrey L.","Univ Notre Dame, Dept Biol Sci, Calvin Life Sci Ctr, Notre Dame, IN 46556 USA.","Univ Notre Dame"," Dept Biol Sci"," Calvin Life Sci Ctr, Notre Dame, IN 46556 USA."," 46556","USA","USA",TRUE
"5165","Forbes, Andrew","Univ Notre Dame, Dept Biol Sci, Calvin Life Sci Ctr, Notre Dame, IN 46556 USA.","Univ Notre Dame"," Dept Biol Sci"," Calvin Life Sci Ctr, Notre Dame, IN 46556 USA."," 46556","USA","USA",TRUE
"5166","Guillen, Larissa","Inst Ecol, AC, Xalapa 91070, Veracruz, Mexico.","Inst Ecol"," AC"," Xalapa 91070, Veracruz, Mexico."," 91070","Mexico","Mexico",TRUE
"5167","Rull, Juan","Inst Ecol, AC, Xalapa 91070, Veracruz, Mexico.","Inst Ecol"," AC"," Xalapa 91070, Veracruz, Mexico."," 91070","Mexico","Mexico",TRUE
"5168","Sivinski, John","Ctr Med Agr & Vet Entomol, Gainesville, FL 32604 USA.","Ctr Med Agr & Vet Entomol"," Gainesville"," FL 32604 USA."," 32604","USA","USA",TRUE
"5169","Wharton, Robert","Texas A&M Univ, Dept Entomol, College Stn, TX 77843 USA.","Texas A&M Univ"," Dept Entomol"," College Stn, TX 77843 USA."," 77843","USA","USA",TRUE
"5170","Ceballos, Ricardo","Ctr Reg Invest Quilamapu, Inst Invest Agropecuarias, Chillan, Chile.","Ctr Reg Invest Quilamapu"," Inst Invest Agropecuarias"," Chillan, Chile.",NA,"Chile","Chile",TRUE
"5171","Lizama, Marcelo","Univ La Frontera, Lab Ecol Quim, Dept Ciencias Quim, Temuco, Chile.","Univ La Frontera"," Lab Ecol Quim"," Dept Ciencias Quim, Temuco, Chile.",NA,"Chile","Chile",TRUE
"5172","Mutis, Ana","Univ La Frontera, Lab Ecol Quim, Dept Ciencias Quim, Temuco, Chile.","Univ La Frontera"," Lab Ecol Quim"," Dept Ciencias Quim, Temuco, Chile.",NA,"Chile","Chile",TRUE
"5173","Parra, Leonardo","Univ La Frontera, Lab Ecol Quim, Dept Ciencias Quim, Temuco, Chile.","Univ La Frontera"," Lab Ecol Quim"," Dept Ciencias Quim, Temuco, Chile.",NA,"Chile","Chile",TRUE
"5174","Quiroz, Andres","Univ La Frontera, Lab Ecol Quim, Dept Ciencias Quim, Temuco, Chile.","Univ La Frontera"," Lab Ecol Quim"," Dept Ciencias Quim, Temuco, Chile.",NA,"Chile","Chile",TRUE
"5175","D'Adamo, P.","INIBIOMA, Lab Ecotono, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","INIBIOMA"," Lab Ecotono"," RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina","Argentina",TRUE
"5176","Lozada, M.","INIBIOMA, Lab Ecotono, RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","INIBIOMA"," Lab Ecotono"," RA-8400 San Carlos De Bariloche, Rio Negro, Argentina.","RA-8400","Argentina","Argentina",TRUE
"5177","Crisci, Jorge V.","Museo La Plata, LASBE, La Plata, Buenos Aires, Argentina.","Museo La Plata"," LASBE"," La Plata, Buenos Aires, Argentina.",NA,"Argentina","Argentina",TRUE
"5178","Katinas, Liliana","Museo La Plata, Div Plantas Vasc, La Plata, Buenos Aires, Argentina.","Museo La Plata"," Div Plantas Vasc"," La Plata, Buenos Aires, Argentina.",NA,"Argentina","Argentina",TRUE
"5179","Andrus, Nicole","Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","Florida Int Univ"," Dept Biol Sci"," Miami, FL 33199 USA."," 33199","USA","USA",TRUE
"5180","Bogler, David","Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","Florida Int Univ"," Dept Biol Sci"," Miami, FL 33199 USA."," 33199","USA","USA",TRUE
"5181","Francisco-Ortega, Javier","Florida Int Univ, Dept Biol Sci, Miami, FL 33199 USA.","Florida Int Univ"," Dept Biol Sci"," Miami, FL 33199 USA."," 33199","USA","USA",TRUE
"5182","Jaramillo, Patricia","Charles Darwin Res Stn, Isla Santa Cruz, Galapagos, Ecuador.","Charles Darwin Res Stn"," Isla Santa Cruz"," Galapagos, Ecuador.",NA,"Ecuador","Ecuador",TRUE
"5183","Lewis, Carl","Fairchild Trop Bot Garden, Ctr Plant Conservat, Coral Gables, FL USA.","Fairchild Trop Bot Garden"," Ctr Plant Conservat"," Coral Gables, FL USA.",NA,"USA","USA",TRUE
"5184","Noyes, Richard","Univ Cent Arkansas, Dept Biol, Lewis Sci Ctr 180, Conway, AR USA.","Univ Cent Arkansas"," Dept Biol"," Lewis Sci Ctr 180, Conway, AR USA.","Ctr 180","USA","USA",TRUE
"5185","Tye, Alan","Charles Darwin Res Stn, Isla Santa Cruz, Galapagos, Ecuador.","Charles Darwin Res Stn"," Isla Santa Cruz"," Galapagos, Ecuador.",NA,"Ecuador","Ecuador",TRUE
"5186","Austin, Amy T.","Univ Buenos Aires, CONICET, IFEVA, Buenos Aires, DF, Argentina.","Univ Buenos Aires"," CONICET"," IFEVA, Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"5187","Marchesini, Victoria A.","Univ Buenos Aires, CONICET, IFEVA, Buenos Aires, DF, Argentina.","Univ Buenos Aires"," CONICET"," IFEVA, Buenos Aires, DF, Argentina.",NA,"Argentina","Argentina",TRUE
"5188","Sala, Osvaldo E.","Brown Univ, Dept Ecol & Evolutionary Biol, Providence, RI 02912 USA.","Brown Univ"," Dept Ecol & Evolutionary Biol"," Providence, RI 02912 USA."," 02912","USA","USA",TRUE
"5189","Bruna, Emilio M.","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","Univ Florida"," Dept Wildlife Ecol & Conservat"," Gainesville, FL 32611 USA."," 32611","USA","USA",TRUE
"5190","Fiske, Ian J.","Univ Florida, Dept Wildlife Ecol & Conservat, Gainesville, FL 32611 USA.","Univ Florida"," Dept Wildlife Ecol & Conservat"," Gainesville, FL 32611 USA."," 32611","USA","USA",TRUE
"5191","Trager, Mathew D.","Univ Florida, Sch Nat Resources & Environm, Gainesville, FL 32611 USA.","Univ Florida"," Sch Nat Resources & Environm"," Gainesville, FL 32611 USA."," 32611","USA","USA",TRUE
"5192","Barbosa, Newton P. de U.","Univ Fed Minas Gerais, Inst Ciencias Biol, Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Inst Ciencias Biol"," Belo Horizonte, MG, Brazil.",NA,"Brazil","Brazil",TRUE
"5193","Cornelissen, Tatiana","Univ Fed Uberlandia, Fac Ciencias Integradas Pontal, BR-2245 Ituiutaba, MG, Brazil.","Univ Fed Uberlandia"," Fac Ciencias Integradas Pontal"," BR-2245 Ituiutaba, MG, Brazil.","BR-2245","Brazil","Brazil",TRUE
"5194","Diniz, Livia","Univ Fed Minas Gerais, Inst Ciencias Biol, Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Inst Ciencias Biol"," Belo Horizonte, MG, Brazil.",NA,"Brazil","Brazil",TRUE
"5195","Fernandes, G. Wilson","Univ Fed Minas Gerais, Inst Ciencias Biol, Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Inst Ciencias Biol"," Belo Horizonte, MG, Brazil.",NA,"Brazil","Brazil",TRUE
"5196","Neves, Frederico de S.","Univ Fed Minas Gerais, Inst Ciencias Biol, Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Inst Ciencias Biol"," Belo Horizonte, MG, Brazil.",NA,"Brazil","Brazil",TRUE
"5197","Oki, Yumi","Univ Fed Minas Gerais, Inst Ciencias Biol, Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Inst Ciencias Biol"," Belo Horizonte, MG, Brazil.",NA,"Brazil","Brazil",TRUE
"5198","Pezzini, Flavia","Univ Fed Minas Gerais, Inst Ciencias Biol, Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Inst Ciencias Biol"," Belo Horizonte, MG, Brazil.",NA,"Brazil","Brazil",TRUE
"5199","Rosumek, Felix B.","Univ Fed Minas Gerais, Inst Ciencias Biol, Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Inst Ciencias Biol"," Belo Horizonte, MG, Brazil.",NA,"Brazil","Brazil",TRUE
"5200","Silveira, Fernando A. O.","Univ Fed Minas Gerais, Inst Ciencias Biol, Belo Horizonte, MG, Brazil.","Univ Fed Minas Gerais"," Inst Ciencias Biol"," Belo Horizonte, MG, Brazil.",NA,"Brazil","Brazil",TRUE
"5201","Aguilar, A.","Univ Barcelona, Dept Anim Biol, E-08028 Barcelona, Spain.","Univ Barcelona"," Dept Anim Biol"," E-08028 Barcelona, Spain.","E-0802","Spain","Spain",TRUE
"5202","Cardona, L.","Univ Barcelona, Dept Anim Biol, E-08028 Barcelona, Spain.","Univ Barcelona"," Dept Anim Biol"," E-08028 Barcelona, Spain.","E-0802","Spain","Spain",TRUE
"5203","Crespo, E. A.","Consejo Nacl Invest Cient & Tecn, Ctr Nacl Patagon, Lab Marine Mammals, CENPAT, RA-9120 Puerto Madryn, Argentina.","Consejo Nacl Invest Cient & Tecn"," Ctr Nacl Patagon"," Lab Marine Mammals, CENPAT, RA-9120 Puerto Madryn, Argentina.","RA-9120","Argentina","Argentina",TRUE
"5204","Dans, S. L.","Consejo Nacl Invest Cient & Tecn, Ctr Nacl Patagon, Lab Marine Mammals, CENPAT, RA-9120 Puerto Madryn, Argentina.","Consejo Nacl Invest Cient & Tecn"," Ctr Nacl Patagon"," Lab Marine Mammals, CENPAT, RA-9120 Puerto Madryn, Argentina.","RA-9120","Argentina","Argentina",TRUE
"5205","Drago, M.","Univ Barcelona, Dept Anim Biol, E-08028 Barcelona, Spain.","Univ Barcelona"," Dept Anim Biol"," E-08028 Barcelona, Spain.","E-0802","Spain","Spain",TRUE
"5206","Garcia, N.","Consejo Nacl Invest Cient & Tecn, Ctr Nacl Patagon, Lab Marine Mammals, CENPAT, RA-9120 Puerto Madryn, Argentina.","Consejo Nacl Invest Cient & Tecn"," Ctr Nacl Patagon"," Lab Marine Mammals, CENPAT, RA-9120 Puerto Madryn, Argentina.","RA-9120","Argentina","Argentina",TRUE
"5207","Goodall, N.","Acatushun Museum, RA-9410 Ushuaia, Tierra Fuego, Argentina.","Acatushun Museum"," RA-9410 Ushuaia"," Tierra Fuego, Argentina.",NA,"Argentina","Argentina",TRUE
"5208","Gallo, Leonardo A.","INTA, Unidad Genet Forestal, RA-8400 San Carlos De Bariloche, RN, Argentina.","INTA"," Unidad Genet Forestal"," RA-8400 San Carlos De Bariloche, RN, Argentina.","RA-8400","Argentina","Argentina",TRUE
"5209","Pastorino, Mario J.","INTA, Unidad Genet Forestal, RA-8400 San Carlos De Bariloche, RN, Argentina.","INTA"," Unidad Genet Forestal"," RA-8400 San Carlos De Bariloche, RN, Argentina.","RA-8400","Argentina","Argentina",TRUE
"5210","Hahn, Ingo","Univ Munster, Inst Landscape Ecol, Anim Ecol & Biogeog Res Grp, D-48149 Munster, Germany.","Univ Munster"," Inst Landscape Ecol"," Anim Ecol & Biogeog Res Grp, D-48149 Munster, Germany.","D-4814","Germany","Germany",TRUE
"5211","Vergara, Pablo M.","Univ Santiago Chile, Dept Ingn Geog, Santiago, Chile.","Univ Santiago Chile"," Dept Ingn Geog"," Santiago, Chile.",NA,"Chile","Chile",TRUE
"5212","Trujillo Argueta, Sonia","CIIDIR, Inst Politecn Nacl, Oaxaca 71230, Mexico.","CIIDIR"," Inst Politecn Nacl"," Oaxaca 71230, Mexico."," 71230","Mexico","Mexico",TRUE
"5213","del Castillo, Rafael F.","CIIDIR, Inst Politecn Nacl, Oaxaca 71230, Mexico.","CIIDIR"," Inst Politecn Nacl"," Oaxaca 71230, Mexico."," 71230","Mexico","Mexico",TRUE
"5214","Saenz-Romero, Cuauhtemoc","UMSNH, IIAF, Tarimbaro 58880, Michoacan, Mexico.","UMSNH"," IIAF"," Tarimbaro 58880, Michoacan, Mexico."," 58880","Mexico","Mexico",TRUE
"5215","Baumgarten, Julio","Univ Estadual Santa Cruz, Dept Ciencias Biol, BR-45650000 Ilheus, BA, Brazil.","Univ Estadual Santa Cruz"," Dept Ciencias Biol"," BR-45650000 Ilheus, BA, Brazil.","BR-45650000","Brazil","Brazil",TRUE
"5216","Faria, Deborah","Univ Estadual Santa Cruz, Dept Ciencias Biol, BR-45650000 Ilheus, BA, Brazil.","Univ Estadual Santa Cruz"," Dept Ciencias Biol"," BR-45650000 Ilheus, BA, Brazil.","BR-45650000","Brazil","Brazil",TRUE
"5217","Mariano-Neto, Eduardo","Univ Estadual Sudoeste Bahia, Dept Ciencias Biol, BR-45206190 Jequie, BA, Brazil.","Univ Estadual Sudoeste Bahia"," Dept Ciencias Biol"," BR-45206190 Jequie, BA, Brazil.","BR-45206190","Brazil","Brazil",TRUE
"5218","Zanforlin Martini, Adriana Maria","Univ Fed Sao Paulo, Dept Ciencias Biol, BR-09972270 Diadema, SP, Brazil.","Univ Fed Sao Paulo"," Dept Ciencias Biol"," BR-09972270 Diadema, SP, Brazil.","BR-09972270","Brazil","Brazil",TRUE
"5219","Montingelli, Rodrigo","Inst Driades Pesquisa & Conservacao Biodiversidad, BR-45654480 Ilheus, BA, Brazil.","Inst Driades Pesquisa & Conservacao Biodiversidad"," BR-45654480 Ilheus"," BA, Brazil.",NA,"Brazil","Brazil",TRUE
"5220","Ortiz, Jose Vicente","Inst Driades Pesquisa & Conservacao Biodiversidad, BR-45654480 Ilheus, BA, Brazil.","Inst Driades Pesquisa & Conservacao Biodiversidad"," BR-45654480 Ilheus"," BA, Brazil.",NA,"Brazil","Brazil",TRUE
"5221","Barradas Paciencia, Mateus Luis","Univ Paulista, Herbaria UNIP, BR-01310100 Sao Paulo, Brazil.","Univ Paulista"," Herbaria UNIP"," BR-01310100 Sao Paulo, Brazil.","BR-01310100","Brazil","Brazil",TRUE
"5222","Rosso, Sergio","Univ Sao Paulo, Inst Biociencias, Dept Ecol, BR-05508900 Sao Paulo, Brazil.","Univ Sao Paulo"," Inst Biociencias"," Dept Ecol, BR-05508900 Sao Paulo, Brazil.","BR-05508900","Brazil","Brazil",TRUE
"5223","Cazetta, Eliana","UNESP, Dept Ecol, Lab Biol Conservacao, BR-13506900 Rio Claro, SP, Brazil.","UNESP"," Dept Ecol"," Lab Biol Conservacao, BR-13506900 Rio Claro, SP, Brazil.","BR-13506900","Brazil","Brazil",TRUE
"5224","Cortes, Marina Correa","UNESP, Dept Ecol, Lab Biol Conservacao, BR-13506900 Rio Claro, SP, Brazil.","UNESP"," Dept Ecol"," Lab Biol Conservacao, BR-13506900 Rio Claro, SP, Brazil.","BR-13506900","Brazil","Brazil",TRUE
"5225","Galetti, Mauro","UNESP, Dept Ecol, Lab Biol Conservacao, BR-13506900 Rio Claro, SP, Brazil.","UNESP"," Dept Ecol"," Lab Biol Conservacao, BR-13506900 Rio Claro, SP, Brazil.","BR-13506900","Brazil","Brazil",TRUE
"5226","Galetti, Mauro","UNESP, Dept Ecol, Lab Biol Conservacao, BR-13506900 Rio Claro, SP, Brazil.","UNESP"," Dept Ecol"," Lab Biol Conservacao, BR-13506900 Rio Claro, SP, Brazil.","BR-13506900","Brazil","Brazil",TRUE
"5227","Staggemeier, Vanessa Graziele","UNESP, Dept Bot, Grp Fenol & Dispersao Sementes, BR-13506900 Rio Claro, SP, Brazil.","UNESP"," Dept Bot"," Grp Fenol & Dispersao Sementes, BR-13506900 Rio Claro, SP, Brazil.","BR-13506900","Brazil","Brazil",TRUE
